audit_idx,audit_dir,heading,disposition,author,commits,addressed_slugs
2,"2026-08-03-18-m10-query-yg","2026-08-03 — Bound normal query input materialization per file","mitigated","Clay Loveless and Codex","a3a473909b28f3d5aa5cc2f473cf1866a7e12795","query-cli-materializes-all-inputs-before-filtering"
2,"2026-08-03-18-m10-query-yg","2026-08-03 — Close the documented conformance gaps","fixed","Clay Loveless and Codex","a3a473909b28f3d5aa5cc2f473cf1866a7e12795","alias-audit-skips-mapping-keys;regex-is-not-pcre"
2,"2026-08-03-18-m10-query-yg","2026-08-03 — Align release and dependency policy with the actual jaq API","fixed","Clay Loveless and Codex","a3a473909b28f3d5aa5cc2f473cf1866a7e12795","release-check-runs-cargo-deny-without-config;jaq-trait-coupling-outruns-version-constraint;unused-dev-dep-pretty-assertions"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Unsafe YAML tag replay rejected","fixed","Codex","b7282b6c1d7f23199b756739d1cb18a576abba17","emitter-replays-tags-verbatim"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Alias materialization bounded","mitigated","Codex","e95ce8b19b087d84a08ba63d77d587e799600608","explode-aliases-unbounded-expansion"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Runtime value display bounded","fixed","Codex","133bf2cb994f50558919505d1452d895554637f3","explode-aliases-unbounded-expansion"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Scalar text allocation shared","fixed","Codex","f236453974b937c6fb15e7a12774ba6f209db3f8","build-raw-metadata-duplicates-every-scalar"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Extended control characters escaped","fixed","Codex","26c243fcf8c045277e4dbb43c28034c8e93d96b2","emitter-omits-c1-control-escapes"
3,"2026-08-03-21-m10-fresh","2026-08-03 — YAML document markers quoted","fixed","Codex","ba9243024ad96c1d35d7a8aadf25ffedf09e728e","emitter-plain-document-end-marker"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Runtime value growth bounded","fixed","Codex","ac28cf65681e061f5adbc672ff6fa49992b9908a","growth-operators-bypass-runtime-limits"
3,"2026-08-03-21-m10-fresh","2026-08-03 — `tostring` failures propagated","fixed","Codex","9de9e1726507a664f9e5709a0f7a5bd5b618c5c0","into-string-substitutes-error-text-as-data"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Input error classes preserved","fixed","Codex","80fe53bbc81781ec3a3f50ec84990a29b592f876","input-error-class-flattened-through-string"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Resulting value depth enforced","fixed","Codex","288d13136722771894dace707ba6ae29eb434605","value-tree-recursion-has-no-depth-bound"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Strict depth CLI contract aligned","fixed","Codex","b212751d5417339f308cf1ce5f747b90e3ad1cfc","value-tree-recursion-has-no-depth-bound"
3,"2026-08-03-21-m10-fresh","2026-08-03 — CLI output buffered","fixed","Codex","6be2063a16b0d4fc43354b3f58866ed4aa011005","cli-output-is-unbuffered"
3,"2026-08-03-21-m10-fresh","2026-08-03 — JSON emitter allocations reduced","fixed","Codex","ca7c2e8f28ae20d39449974af5266479bd682984","json-emitter-allocates-indent-and-triple-allocates-keys"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Uncolored YAML scalar copies removed","fixed","Codex","4246b2821012818c593616e24d3bd40b37f3137c","yaml-emitter-paint-copies-every-scalar-when-color-is-off"
3,"2026-08-03-21-m10-fresh","2026-08-03 — YAML boolean extraction distinguished","fixed","Codex","b330d75ab54e5c8105b378dc3dff77723a6be39f","as-bool-inherent-shadows-jaq-truthiness"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Value storage representation sealed","fixed","Codex","7e9d425c13bf2cccbfa27f0e7bee575371ee2cef","internal-value-representation-is-public"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Query execution state borrowed","fixed","Codex","3dddc26af8b0d3399d4b253a9892caa381e44b10","run-records-static-bound-forces-clones"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Query output options typed","fixed","Codex","34dd75cd5502bcdd483dd7b5472e132c47019066","three-bool-parameters-at-command-boundary"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Librebar features explicitly scoped","fixed","Codex","57e207a2122d71b8982e6deb945d24c770033f48","librebar-default-features-not-disabled"
3,"2026-08-03-21-m10-fresh","2026-08-03 — Config parser swap bounded by publication","deferred","Codex","05587d99111d54aaa1d7940d8a7cac1a74e43d32","yg-ships-competing-yaml-parser-for-its-own-config"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Jaq time cost explicitly accepted","accepted","Codex","3d6eab9be30e026275a05726147429907846961b","jaq-std-time-feature-bundles-tzdb"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Native JSON parsing enforced","fixed","Codex","c3f59d353bc26bf83e42232c8cbc67f12d4e8f7c","serde-json-redundant-in-yaml-native-engine"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Runtime constructor limits pinned","fixed","Codex","94c7bb0eb645313ae1145fb2960a8e6aaf9591ca","runtime-limits-cover-three-call-sites"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Environment access made optional","fixed","Codex","5ce4cad5a95d30dfe8e6f89dbac89ed15c27414d","env-access-always-compiled-in"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Halt exit-code wraparound removed","fixed","Codex","ab1ce0ee026afdfa8377876f0e81d2876df70cbc","halt-exit-code-truncated-to-u8"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Builder invariants typed separately","fixed","Codex","9def9495dc887f8775b4fbbbc1f769902d79064e","build-invariant-errors-labeled-as-limit"
3,"2026-08-03-21-m10-fresh","2026-08-04 — In-place ownership denial made nonfatal","fixed","Codex","f398ce260a9b0dc1232f129a1c6f7673c2c4374d","in-place-chown-failure-aborts-the-edit"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Unreachable contracts documented","fixed","Codex","f1ee264820ff8b17a8c033153e133a163204d129","unreachable-macros-guard-unstated-invariants"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Unsorted mapping entries borrowed","fixed","Codex","706e502a93d69f8bff93c280163a00d7da7ce1a9","mapping-entries-collected-into-vec-per-emit"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Emit validation anchor copies removed","mitigated","Codex","bd1d8c7ad66d0567c97affa2f54b80e58f65d0be","emit-validation-walks-the-tree-a-second-time"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Shallow mappings dropped directly","fixed","Codex","14d48c002a0e445916b6b1692f3f94429b3310e1","ygmap-drop-allocates-a-vec-per-mapping"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Substring copies reduced","fixed","Codex","9eed0ed9f7db566101b89354e1d17f2a14e10b11","substring-values-are-allocated-twice"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Slice-bound key allocation removed","fixed","Codex","46623d17342cd096845b0dc0bda309b6f16c55ef","slice-bound-keys-allocated-on-every-index"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Document-at-a-time parsing exposed","mitigated","Codex","75d86e9a3c9346563775d8468bdb95488919a14d","cli-materializes-every-document-in-a-file-before-emitting"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Mapping keys iterator made concrete","fixed","Codex","15f232cfc6ca275ba9fd3b8fc3ebe081ca58f523","keys-returns-boxed-trait-object"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Output format connected to emitter dispatch","fixed","Codex","e1b50b813f2851716eb3e47232e7ec15f21918f3","emit-opts-mixes-emitter-specific-options"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Public query API made non-exhaustive","fixed","Codex","9362fa058d9c7c9cb5fe4009819d58d7947df09a","public-enums-lack-non-exhaustive"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Resolver string predicate contract defined","fixed","Codex","1648144f4dec416bdbc29b0fb2ad1a6e4bf75e89","resolves-as-string-overrides-restate-resolution"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Canonical color CLI specified","fixed","Codex","ff48ac36392d89e7f77c339c3b6c2998712dcc15","yg-color-flags-replaced-without-spec-amendment"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Sandboxed compilation made discoverable","fixed","Codex","6ae38cd46d55d3b1f6637793181f0a2a9aa69f37","sandboxed-compile-options-unreachable-from-cli"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Deferred M10 spec surfaces identified","fixed","Codex","4bc9c01ce259fb03c58f4abf087276269af9e8b7","spec-features-deferred-while-spec-text-still-promises-them"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Resolved type alias explained","fixed","Codex","c72115ebd980e1d252c81f0d41bb2e8fffa6a223","resolved-type-is-an-exact-alias-of-type"
3,"2026-08-03-21-m10-fresh","2026-08-04 — In-place exclusions documented","fixed","Codex","d56948ccc34f135f3bf52ef643dac52b81fdbb61","in-place-conflicts-diverge-from-plan-undocumented"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Subcommand filter shadowing documented","fixed","Codex","e5ef90079f15a25affe5db9c90bd1c194d28f0a9","subcommand-name-shadowing-not-documented-in-help"
3,"2026-08-03-21-m10-fresh","2026-08-04 — jaq patch updates admitted","fixed","Codex","7abe27b359088e578587103627d277e322bef66d","jaq-exact-pins-block-patch-updates"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Librebar trust boundary recorded","mitigated","Codex","b47ae9036fb85bf9336a060559b5cb120092abd9","librebar-upgrade-expands-trust-boundary"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Compiler-derived unsafe census added","fixed","Codex","9b93bd5df70bf5d7012f64456f62cd9f5bda76d8","geiger-census-produced-no-unsafe-data"
3,"2026-08-03-21-m10-fresh","2026-08-04 — Cargo Deny feature graph aligned","fixed","Codex","e60427ec4b20dd21f0488817bfdb3370d5898fa2","deny-advisory-ignore-matches-only-under-all-features"
4,"2026-08-04-16-m10-post-remediation","2026-08-06 — Default composition bounded","fixed","Codex","809f867b90dac17d34f43d30309331fbafa4abb0","composer-default-path-has-unbounded-recursion"
4,"2026-08-04-16-m10-post-remediation","2026-08-06 — Serde defaults bounded","fixed","Codex","0c18a346c54ac3a001762562301ef1adfe48c0a2","serde-default-disables-loader-limits"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — CST construction and traversal bounded","fixed","Codex","5a71b87c590c1fbdd72dbe233d9965959f1f0c78","cst-recursive-traversals-have-no-depth-bound"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Scalar mapping operations indexed","fixed","Codex","549fa0e6bd50262ee1bb7ba5065a1eefb5850a44","composer-mapping-insertion-is-quadratic;borrowed-value-get-allocates-key"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Alias materialization size bounded","fixed","Codex","f064f64656937f8d4e378a7e4518c5c4a94113bb","composer-alias-deep-clone-is-size-unbudgeted"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Parser span probes preserve scanner errors","fixed","Codex","a4de07e4b02f6522b37d3cab7a99f842d31f07a2","flow-pair-finalization-swallows-scanner-errors"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — CST recovery diagnostics retained","fixed","Codex","8c8e88646e5db1cf5593ae356a5d751bfe218547","cst-discards-parse-error"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Serde reader I/O errors preserved","fixed","Codex","ada1c434113bda59da03d6640145b5c9e7a10098","from-reader-erases-io-errors"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Configuration schema enforced","fixed","Codex","acd88bc19bc0cb8e332ddd4286ed39268b88362d","config-template-advertises-silently-ignored-settings"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Indentless sequence spans made synthetic","fixed","Codex","f0bf38f4adcad0e8f07ce62b86e6e502a6de75dc","lossless-cst-corrupts-eight-valid-flow-documents"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Resolver middleware exposed across consumers","fixed","Codex","99d1983099cf6c5cf02c15fa4ddb275d27d1fdf5","resolver-middleware-cannot-reach-most-documented-consumers"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Query builder subtree heights cached","fixed","Codex","6ffeac4ef775036eefedbec282643adb6013a105","query-builder-rewalks-every-completed-node"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Serde peek clones removed","fixed","Codex","fd023914d307b0e1cb2a218622afa9cb916ac7f1","serde-peek-clones-owned-event"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Borrowed tag resolvers accepted","fixed","Codex","7097b1340e1a104dee890989ccdab6fdbff7f621","custom-tag-resolver-requires-static"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Mapping iteration standardized","fixed","Codex","e24479a23bfeeb8dc04d8cba28a81ccb19f79e61","mapping-omits-intoiterator"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Mapping default derived","fixed","Codex","729f59bac3069ab88e5382675c22f16db409e21e","mapping-default-manually-matches-derive"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Stream comparisons zipped","fixed","Codex","0a6a61d37af58a12b9f66c4a78f421901547a9ab","compare-streams-use-index-loops"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Collection targets made explicit","fixed","Codex","e9dc31e2248652282794d79513434806e360f5b6","with-variables-collect-target-inferred"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Unhandled resolution policy rejected","fixed","Codex","37738175ffa35aca0ded64b83763fc1b2764d9b5","loader-resolution-policy-is-entirely-unwired"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Multi-document example compiled","fixed","Codex","28af252aab5892420c63aeaacbeda267f5bbfcf0","multidocument-rustdoc-example-is-never-compiled"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Identity paths materialized on demand","fixed","Codex","c40f99da91299b1565bea3c82f87ba47be61d494","identity-inventory-allocates-path-node-per-map-key"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — String ranges sliced once","fixed","Codex","eb575bf55a4c5619bb75f289c3d02510b55ccb56","string-range-retains-intermediate-string"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Parser resolver upstreams specialized","fixed","Codex","4cb060b6047530da7f2083a7500318b5b972e9e7","parser-consumers-erase-concrete-hot-path-types"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Scanner diagnostics isolated from the hot path","fixed","Codex","c44116a83f684c3ba547f1342b9aa4e64d3a5d36","scanner-error-branches-remain-in-hot-functions"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — Unused xtask dependencies removed","fixed","Codex","804fcd3dbc3b8bdaaceda005ec12658b97e9d723","xtask-unused-serde-and-toml"
4,"2026-08-04-16-m10-post-remediation","2026-08-08 — YAMLStar benchmark peer retired","fixed","Codex","c3cc09a0be1f82f7581f8dbd378fecc68e9df755","yamlstar-pulls-unmaintained-dlopen-derive"
5,"2026-08-08-15-m10-fresh","2026-08-08 — Reject invalid tree scalar styles","fixed","Codex","b8c97e6752bcdbb0c525facbf4a80c3b35778ffc","compare-tree-parser-panics-on-nonascii-style"
5,"2026-08-08-15-m10-fresh","2026-08-08 — Guard explicit indentation boundaries","fixed","Codex","a2850ffebcee0dbadaa9e3be0d303792ae177af1","test-suite-extractor-slices-inside-unicode-indentation"
5,"2026-08-08-15-m10-fresh","2026-08-08 — Enforce dependency policy for the fuzz graph","fixed","Codex","9d008a116bdd59b92baaf39393b2c8c8c3e56f48","fuzz-workspace-escapes-dependency-policy"
5,"2026-08-08-15-m10-fresh","2026-08-08 — Preserve structured resource-limit failures","fixed","Codex","543b5380ced8633dbc4983b5108d4326df0b8064","resource-limit-checks-return-unstructured-strings"
5,"2026-08-08-15-m10-fresh","2026-08-08 — Preserve scalar presentation metadata","fixed","Codex","b9d2407d0ae9c0ecd47b213be5989f880c888d1e","scanner-never-populates-atom-presentation-metadata"
6,"2026-08-09-13-m11-final-review","2026-08-09 — close URI selector dispatch gaps","fixed","Codex","88ab70284a75e95b5c0b0eafed4d04d7e5c205a1","scheme-relative-ref-becomes-local-file"
6,"2026-08-09-13-m11-final-review","2026-08-09 — seal and share resource identities","fixed","Codex","cf58f50f7b3500d847c015d684f5a8a35572fb44","resource-id-public-variants-bypass-canonical-invariants"
6,"2026-08-09-13-m11-final-review","2026-08-09 — harden filesystem retrieval and discovery","fixed","Codex","ac64840f59559fb6b27c102086771683f85abb01","file-policy-checks-race-path-reopen"
6,"2026-08-09-13-m11-final-review","2026-08-09 — isolate imported anchor namespaces","fixed","Codex","d97476db33f07eb3bce4a7ec9f9bd7dcec2f193d","imported-anchor-prefix-can-collide-with-root"
6,"2026-08-09-13-m11-final-review","2026-08-09 — preserve query resolution semantics","fixed","Codex","714054a8e3a59772cff93e82d154b4632428b04c","run-local-resolution-keys-collide-across-contexts"
6,"2026-08-09-13-m11-final-review","2026-08-09 — make resolution reports complete and safe","fixed","Codex","b268c711fcc30795a75b2e925a1d3490885aacf4","automatic-resolution-failure-discards-report"
6,"2026-08-09-13-m11-final-review","2026-08-09 — index include mapping merges","fixed","Codex","735fc3e605da71a719208bc23ddfbbd97eccecec","include-mapping-merge-is-quadratic"
6,"2026-08-09-13-m11-final-review","2026-08-09 — remove the resolver's unused scanner edge","fixed","Codex","cd5a64d5f7c1d4f23308f75ca2cc68f9a73081b3","resolver-directly-depends-on-unused-scanner"
7,"2026-08-09-1537-m11-post-remediation","2026-08-09 — Unify Resolver Policy Boundaries","fixed","Codex","949ee80fce7d50ce14cd1974181cd6aca6aaedb8","relative-includes-can-retrieve-non-file-schemes"
7,"2026-08-09-1537-m11-post-remediation","2026-08-09 — Bound Session Cache and Discovery Work","fixed","Codex","003c97c373b5737f974ebc2b26cf9192904ec0da","resolution-cache-bypasses-session-byte-budget"
7,"2026-08-09-1537-m11-post-remediation","2026-08-09 — Preserve Reports and Caught Errors","fixed","Codex","d40ded1b0f145718873899a01c1d7ab21931c294","caught-resolution-errors-accumulate-until-run-end"
7,"2026-08-09-1537-m11-post-remediation","2026-08-09 — Make Query Resolution Walks Stack Safe","fixed","Codex","3647cb1a742e19ef79d7f77d3000cd2ead12b608","resolved-owned-tree-conversion-remains-recursive"
7,"2026-08-09-1537-m11-post-remediation","2026-08-09 — Closure Verification","","","",""
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Preserve leading document-marker semantics","fixed","Codex","1b3b14b726f37941c203c8847c026475aac38a12","leading-document-marker-shifts-lsp-document-indexes"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Resolve sequence-item schema context","fixed","Codex","69ea147b3c89544a8153d034c03abfb01e906fe8","sequence-item-schema-context-is-unreachable"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Align Ropey line boundaries with LSP","fixed","Codex","53da91348fd819edbf437d1287d35048a24db1ec","ropey-unicode-lines-desynchronize-lsp-positions"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Render schema examples in hover","fixed","Codex","ef26ca4b44d7b9515ff444c421a4aa626ee4a1a1","documented-example-hover-is-not-implemented"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Make LSP request cancellation responsive","fixed","Codex","8f5e87ff44ed9d539dd5ca3f29a2fd982a06897c","lsp-cancellation-cannot-interrupt-work-and-retains-request-ids"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Preserve stdio failures without blocking on input","fixed","Codex","f4d4ba7a4000c12f65b5dd5e304dfdf02557dce6","stdio-error-path-can-hang-joining-reader"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Surface definition resource failures","fixed","Codex","56ff7a46da10d80e6f7c58036e5f46d81623c08c","lsp-definition-resource-errors-erased"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Preserve schema validator cache identity","fixed","Codex","4911f5714c297e3d65a296356013a2e332fb9c5f","schema-validator-cache-key-erases-identity-and-options"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Bound native schema instance depth","fixed","Codex","8e3425f2751b101cc9ddd9799b8669b4c47032a8","schema-native-adapter-unbounded-recursion"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Bound schema diagnostic work","fixed","Codex","ad9668ea3c5fb949f0b7aea4eb9b464aed9ea9e3","schema-diagnostic-cap-does-not-bound-work"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Release the schema session lock during loads","fixed","Codex","60c143d8a6df70f1720e1a173ec0263d2ee2e2d3","schema-session-holds-global-lock-across-retrieval"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Share cached schema document handles","fixed","Codex","d07192d8a82e4f0de53dab6e5cbba32ae0c2e4e2","schema-session-cache-clones-located-documents"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Precompile schema navigation patterns","fixed","Codex","bdded7d00e8af192932a5d4ef15a0b14537a0af0","schema-navigation-recompiles-patterns-per-request"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Normalize recovery spans in one pass","fixed","Codex","fec2f80fdf4bc32d6c0ef67627dd714f39e9fa60","recovering-cst-span-normalization-is-quadratic"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Batch editor snapshot rebuilds","fixed","Codex","660a8a4a838d0df8222dca83e16d3e28c94fe75d","lsp-didchange-rebuilds-full-document-stages"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Index diagnostic positions per document version","fixed","Codex","75b67d2e87ac1745b5f365cf0ba29a228abf334c","lsp-diagnostic-positioning-recopies-source"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Enforce located-value tree shape","fixed","Codex","528edd0be8e61007163482788e4f75506cb63bf5","located-value-allows-invalid-parallel-shapes"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Separate value-only composition state","fixed","Codex","2a0fae5ea93ec986eb6b59936c727842eab17911","located-composition-clones-location-subtrees"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Surface HTTP worker panics","fixed","Codex","7fb0133e285a1c0ce352ef279d63941bf112a17e","http-worker-panic-result-discarded"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Defer Librebar Tokio feature split","deferred","Codex","","librebar-http-enables-unused-tokio-subsystems"
8,"2026-08-11-07-m12-full-repo","2026-08-11 — Correct Librebar Tokio split target","deferred","Codex","","librebar-http-enables-unused-tokio-subsystems"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Reject stale in-place replacements","fixed","Codex","9be16aa1a8a27a8a9771c31a2f4f3bc5b3d339bb","in-place-rename-overwrites-concurrent-source-change"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Package the actual CLI executable","fixed","Codex","ac51f748492cd1fedb198362332c2245a33bfca7","tagged-release-copies-nonexistent-binary"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Align every distribution wrapper with `yg`","fixed","Codex","0d66fcf9aa0b3892d26e5aa6f4691c8de93765ea;16d965f8de915b0362c7e7d46e8d2fb266ef5212;830b114d39ae22e8afc3b12eca96b442cb3f4d7c","distribution-wrappers-target-old-executable"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Enforce output limits before indentation work","fixed","Codex","b3cbae4405079a55bc335c2f52cd89768bb076c7","emitter-fragment-indent-allocates-before-limit-check"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Reject nested schema-session loads","fixed","Codex","9abcce179103d3761b34fd5dc8ffbcf7b31314a0","cross-key-schema-reentry-deadlock"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Single-flight validator compilation","fixed","Codex","93d385062c4ffb3a34ea28176b24da48320683f0","validator-cache-miss-double-charges-schema-budget"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Keep immediate emitter events borrowed","fixed","Codex","6332704c4e5215c1d7041680cedd202996928a16","emitter-forces-borrowed-events-owned"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Stream plain scalar bytes directly","fixed","Codex","58e9cee001ecadd5c014bece9e5df63c8fed943d","emitter-plain-scalars-use-scratch-buffer"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Index splice source identities once","fixed","Codex","e5213eb8ddd2ac8de93f34cd8e2eb198230ec3de;12276521b1c9d57a8f4c75ef07f65b8af4538b12;e563eaac1dbe21893c2d381a2ffa492e8140fe6d","splice-mapping-origin-search-is-quadratic"
9,"2026-08-12-10-m13-release-candidate","2026-08-12 — Defer post-0.1 optimization work","deferred","Codex","","core-value-emission-collects-every-mapping"
10,"2026-08-12-15-m13-post-remediation","2026-08-12 — Account JSON output before allocation","fixed","Codex","48f33888660aa8cb16edef270f4413eb20ce9ebd;c61c4183ce9c10ec249653c9d51a7b94f1e0e8c1","json-renderer-allocates-before-output-limit"
10,"2026-08-12-15-m13-post-remediation","2026-08-12 — Share compiled schema cores across diagnostic caps","fixed","Codex","1bd361316c806752ad9e225e057786552fd42da1;999013176c9e91d1909a4fe24bde9a6c79370da0","validator-single-flight-splits-shared-graph-budget-by-diagnostic-cap"
10,"2026-08-12-15-m13-post-remediation","2026-08-12 — Merge CST trivia exclusions in source order","fixed","Codex","8105a088c834f841b1987072b4ca556bfda53aff","cst-layout-trivia-rescans-every-excluded-range"
