audit_idx,audit_dir,date,surface,slug,title,concern,file,start_line,end_line
1,"2026-04-08-full-workspace","","hot-path-surface","parser-dyn-iterator-dispatch","Parser uses Box<dyn Iterator> for token source","significant","crates/yamalgam-parser/src/parser.rs",72,72
1,"2026-04-08-full-workspace","","hot-path-surface","no-inline-cross-crate","Zero #[inline] annotations on hot Reader/Scanner functions","significant","crates/yamalgam-scanner/src/reader.rs",40,42
1,"2026-04-08-full-workspace","","hot-path-surface","no-inline-cross-crate","Zero #[inline] annotations on hot Reader/Scanner functions","significant","crates/yamalgam-scanner/src/reader.rs",49,51
1,"2026-04-08-full-workspace","","hot-path-surface","reader-peek-at-linear-scan","Reader::peek_at() is O(n) per call via chars().nth(n)","significant","crates/yamalgam-scanner/src/reader.rs",49,51
1,"2026-04-08-full-workspace","","hot-path-surface","release-no-lto","Release profile has no LTO — benchmarks misrepresent release perf","moderate","Cargo.toml",57,58
1,"2026-04-08-full-workspace","","hot-path-surface","resolver-on-event-returns-vec","Resolver::on_event allocates Vec per event on passthrough path","moderate","crates/yamalgam-parser/src/resolve.rs",93,96
1,"2026-04-08-full-workspace","","hot-path-surface","serde-peek-clone-event","Serde deserializer clones Event on every peek-then-consume","moderate","crates/yamalgam-serde/src/de.rs",375,375
1,"2026-04-08-full-workspace","","hot-path-surface","scanner-purge-vec-alloc","purge_stale_simple_keys() allocates Vec<u64> on every token fetch","moderate","crates/yamalgam-scanner/src/scanner.rs",591,615
1,"2026-04-08-full-workspace","","hot-path-surface","serde-anchor-buffer-clone","Anchored events cloned twice during anchor buffering","moderate","crates/yamalgam-serde/src/de.rs",196,222
1,"2026-04-08-full-workspace","","supply-chain-surface","figment-pulls-serde-yaml","figment yaml feature pulls deprecated serde_yaml into every crate","significant","crates/yamalgam-core/Cargo.toml",37,37
1,"2026-04-08-full-workspace","","supply-chain-surface","unused-declared-dependencies","7 unused dependencies across 4 crates","moderate","crates/yamalgam-scanner/Cargo.toml",14,14
1,"2026-04-08-full-workspace","","supply-chain-surface","unused-declared-dependencies","7 unused dependencies across 4 crates","moderate","crates/yamalgam-compare/Cargo.toml",12,14
1,"2026-04-08-full-workspace","","supply-chain-surface","unused-declared-dependencies","7 unused dependencies across 4 crates","moderate","crates/yamalgam-serde/Cargo.toml",17,17
1,"2026-04-08-full-workspace","","supply-chain-surface","unused-declared-dependencies","7 unused dependencies across 4 crates","moderate","crates/yamalgam-bench/Cargo.toml",13,23
1,"2026-04-08-full-workspace","","supply-chain-surface","unused-dev-dependencies","pretty_assertions unused in 4 crates","advisory","crates/yamalgam-scanner/Cargo.toml",18,18
1,"2026-04-08-full-workspace","","supply-chain-surface","unused-dev-dependencies","pretty_assertions unused in 4 crates","advisory","crates/yamalgam-compare/Cargo.toml",21,21
1,"2026-04-08-full-workspace","","supply-chain-surface","unused-dev-dependencies","pretty_assertions unused in 4 crates","advisory","crates/yamalgam-compose/Cargo.toml",20,20
1,"2026-04-08-full-workspace","","supply-chain-surface","unused-dev-dependencies","pretty_assertions unused in 4 crates","advisory","crates/yamalgam-serde/Cargo.toml",22,22
1,"2026-04-08-full-workspace","","supply-chain-surface","stale-deny-advisory","deny.toml ignores RUSTSEC-2023-0051 which is no longer matched","advisory","deny.toml",61,61
1,"2026-04-08-full-workspace","","api-design-surface","mapping-missing-intoiterator","Mapping lacks IntoIterator impls","moderate","crates/yamalgam-core/src/value.rs",54,112
1,"2026-04-08-full-workspace","","api-design-surface","value-get-allocates","Value::get(&str) heap-allocates on every lookup","moderate","crates/yamalgam-core/src/value.rs",129,133
1,"2026-04-08-full-workspace","","api-design-surface","resource-limits-not-copy","ResourceLimits is Clone but not Copy despite qualifying","advisory","crates/yamalgam-core/src/loader.rs",1,1
2,"2026-08-03-18-m10-query-yg","","yaml-round-trip","flow-context-plain-scalar-injection","Quoting ignores flow context, so a scalar containing a comma splits into two values on re-parse","critical","crates/yamalgam-query/src/value.rs",705,727
2,"2026-08-03-18-m10-query-yg","","yaml-round-trip","alias-metadata-survives-mutation-dropping-edits","Mutating through an alias keeps alias_of, and the emitter re-emits *anchor, silently discarding the edit","critical","crates/yamalgam-query/src/valt.rs",199,205
2,"2026-08-03-18-m10-query-yg","","yaml-round-trip","emitter-quoting-ignores-active-schema","Output quoting is hard-wired to the 1.2 core schema, so a string emitted under --schema 1.1 re-reads as a boolean","significant","crates/yamalgam-query/src/value.rs",705,713
2,"2026-08-03-18-m10-query-yg","","yaml-round-trip","json-nonstring-keys-collide","JSON emission stringifies non-string mapping keys via Display, silently colliding with real string keys","significant","crates/yamalgam-query/src/emit/json.rs",76,81
2,"2026-08-03-18-m10-query-yg","","yaml-round-trip","plain-scalar-control-characters","needs_quotes treats only LF and TAB as unsafe, so CR and other control characters reach plain scalars","moderate","crates/yamalgam-query/src/value.rs",717,726
2,"2026-08-03-18-m10-query-yg","","yaml-round-trip","stale-raw-metadata-after-string-splice","String slice assignment rewrites content but leaves Meta.raw holding the pre-edit source text","moderate","crates/yamalgam-query/src/valt.rs",300,307
2,"2026-08-03-18-m10-query-yg","","in-place-editing","in-place-empty-output-truncates-file","yg -i persists the temporary file unconditionally, so a filter yielding no output truncates the input to zero bytes","critical","crates/yamalgam/src/commands/query.rs",172,203
2,"2026-08-03-18-m10-query-yg","","in-place-editing","in-place-replaces-symlinks-and-drops-ownership","Atomic replace renames over the path, so symlinks are replaced and hard links broken; only mode is preserved","moderate","crates/yamalgam/src/commands/query.rs",190,203
2,"2026-08-03-18-m10-query-yg","","in-place-editing","in-place-multi-file-partial-application","A mid-stream failure during yg -i leaves earlier files rewritten with no rollback and no report","moderate","crates/yamalgam/src/commands/query.rs",152,157
2,"2026-08-03-18-m10-query-yg","","in-place-editing","slurp-silently-per-file-under-in-place","--slurp silently degrades to per-file slurping under -i, diverging from a MUST NOT clause","moderate","crates/yamalgam/src/commands/query.rs",154,157
2,"2026-08-03-18-m10-query-yg","","in-place-editing","in-place-with-from-file-rejected-by-clap","requires = +files+ makes -i unusable with -f, and duplicates a runtime check that is more accurate","moderate","crates/yamalgam/src/lib.rs",111,114
2,"2026-08-03-18-m10-query-yg","","resource-bounds","yaml-bomb-materialized-by-emitters","The alias-expansion limit counts parser events, not materialized nodes, so both emitters expand the shared DAG unbounded","critical","crates/yamalgam-query/src/build.rs",154,171
2,"2026-08-03-18-m10-query-yg","","resource-bounds","filter-constructed-values-recurse-without-depth-bound","Emitters, Display, Hash and drop glue recurse over filter-constructed values with no depth limit","significant","crates/yamalgam-query/src/emit/json.rs",24,35
2,"2026-08-03-18-m10-query-yg","","resource-bounds","map-index-allocates-directly-from-untrusted-index","Assignment to a large sequence index allocates from the filter-supplied integer with no ceiling","significant","crates/yamalgam-query/src/valt.rs",178,187
2,"2026-08-03-18-m10-query-yg","","resource-bounds","fromjson-ignores-configured-limits","fromjson hard-codes moderate limits and uses the full YAML parser, bypassing --strict","moderate","crates/yamalgam-query/src/funs.rs",312,328
2,"2026-08-03-18-m10-query-yg","","process-contract","null-input-still-blocks-on-stdin","-n/--null-input reads standard input to EOF before running, so yg -n hangs on a terminal","significant","crates/yamalgam/src/commands/query.rs",242,249
2,"2026-08-03-18-m10-query-yg","","process-contract","stdout-epipe-becomes-runtime-error","A closed stdout is reported as a runtime error with exit 5 and an OS error on stderr","moderate","crates/yamalgam/src/commands/query.rs",110,122
2,"2026-08-03-18-m10-query-yg","","process-contract","exit-code-mapping-diverges-from-spec","halt(-1) clamps to exit 0, input errors take the runtime code, and pre-pipeline failures take the -e code","moderate","crates/yamalgam/src/commands/query.rs",389,396
2,"2026-08-03-18-m10-query-yg","","process-contract","halt-prints-a-spurious-error-line","report() prints +yg: halt+ to stderr on the halt path, including when halt exits 0","moderate","crates/yamalgam/src/commands/query.rs",380,383
2,"2026-08-03-18-m10-query-yg","","process-contract","runtime-errors-drop-document-and-file-identity","Filter runtime errors are stringified without the filename or document index already in scope","moderate","crates/yamalgam-query/src/engine.rs",180,187
2,"2026-08-03-18-m10-query-yg","","filter-parameterization","no-argument-binding-forces-filter-concatenation","with_global_vars is wired to an empty slice — there is no --arg, so values must be concatenated into filter text","moderate","crates/yamalgam-query/src/engine.rs",129,137
2,"2026-08-03-18-m10-query-yg","","filter-parameterization","env-filter-registered-unconditionally","all_funs registers jaq-std's env, exposing the process environment to any compiled filter","advisory","crates/yamalgam-query/src/funs.rs",11,22
2,"2026-08-03-18-m10-query-yg","","value-model","no-public-read-access-to-yamlval","YamlVal can be constructed and parsed from outside the crate but not read — no accessor reaches Bool, Int, Float, Seq or Map","advisory","crates/yamalgam-query/src/value.rs",71,75
2,"2026-08-03-18-m10-query-yg","","value-model","input-meta-refcell-races-with-input-lookahead","RunCtx.input_meta is written by the input iterator, so input/inputs lookahead makes filename report the wrong document","moderate","crates/yamalgam/src/commands/query.rs",85,89
2,"2026-08-03-18-m10-query-yg","","value-model","integer-only-indexing-diverges-from-equal-float-values","Indexing and slicing accept only Data::Int, so a float that compares equal to an integer is a type error","moderate","crates/yamalgam-query/src/valt.rs",331,336
2,"2026-08-03-18-m10-query-yg","","value-model","run-filter-signature-overconstrains-callers","run_filter requires 'static inputs and a String error channel that jaq itself does not require","moderate","crates/yamalgam-query/src/engine.rs",157,163
2,"2026-08-03-18-m10-query-yg","","value-model","rc-makes-value-model-non-send","Rc throughout YamlVal makes the whole value model !Send, foreclosing parallel consumers","advisory","crates/yamalgam-query/src/value.rs",71,75
2,"2026-08-03-18-m10-query-yg","","emission-performance","yaml-inline-emitter-string-per-node","Flow emission allocates a String per node and copies each subtree into its parent","moderate","crates/yamalgam-query/src/emit/yaml.rs",191,191
2,"2026-08-03-18-m10-query-yg","","emission-performance","yaml-inline-emitter-string-per-node","Flow emission allocates a String per node and copies each subtree into its parent","moderate","crates/yamalgam-query/src/emit/yaml.rs",390,392
2,"2026-08-03-18-m10-query-yg","","emission-performance","needs-quotes-copies-every-scalar-it-inspects","needs_quotes allocates a full copy of each scalar just to test its resolved type","moderate","crates/yamalgam-query/src/value.rs",705,713
2,"2026-08-03-18-m10-query-yg","","emission-performance","emitter-anchor-table-is-a-linear-scanned-vec","Emitted-anchor lookup is a linear Vec<String> scan run several times per node","moderate","crates/yamalgam-query/src/emit/yaml.rs",321,326
2,"2026-08-03-18-m10-query-yg","","emission-performance","query-cli-materializes-all-inputs-before-filtering","The CLI parses every document of every input file into memory before the filter runs","moderate","crates/yamalgam/src/commands/query.rs",242,249
2,"2026-08-03-18-m10-query-yg","","spec-conformance","alias-audit-skips-mapping-keys","aliases and orphan_anchors never inspect mapping keys, so key anchors and key aliases are invisible","moderate","crates/yamalgam-query/src/value.rs",517,523
2,"2026-08-03-18-m10-query-yg","","spec-conformance","regex-is-not-pcre","Regex filters are backed by regex-bites, not the PCRE-compatible engine the spec promises","moderate","docs/spec/yg-query-language-spec-draft-01.md",265,266
2,"2026-08-03-18-m10-query-yg","","supply-chain","release-check-runs-cargo-deny-without-config","The pre-release recipe runs bare cargo deny check, which falls back to built-in defaults and fails","moderate",".justfile",176,180
2,"2026-08-03-18-m10-query-yg","","supply-chain","jaq-trait-coupling-outruns-version-constraint","The crate implements two of jaq's own traits but pins jaq with a caret range that admits minor upgrades","advisory","crates/yamalgam-query/Cargo.toml",12,14
2,"2026-08-03-18-m10-query-yg","","supply-chain","unused-dev-dep-pretty-assertions","pretty_assertions is declared as a dev-dependency but not used by any test","note","crates/yamalgam-query/Cargo.toml",20,22
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","emitter-replays-tags-verbatim","YAML emitter writes node tags verbatim, allowing structure injection from a crafted tag","significant","crates/yamalgam-query/src/emit/yaml.rs",422,430
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","emitter-replays-tags-verbatim","YAML emitter writes node tags verbatim, allowing structure injection from a crafted tag","significant","crates/yamalgam-query/src/emit/yaml.rs",360,366
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","emitter-replays-tags-verbatim","YAML emitter writes node tags verbatim, allowing structure injection from a crafted tag","significant","crates/yamalgam-query/src/value.rs",379,398
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","explode-aliases-unbounded-expansion","explode_aliases materializes the alias DAG with no resource limits (Billion Laughs)","significant","crates/yamalgam-query/src/value.rs",503,526
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","emitter-omits-c1-control-escapes","Double-quote escaping omits DEL and C1 controls, emitting characters YAML forbids","moderate","crates/yamalgam-query/src/value.rs",865,887
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","emitter-plain-document-end-marker","A string of `...` is emitted unquoted, becoming a document-end marker","moderate","crates/yamalgam-query/src/value.rs",832,849
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","runtime-limits-cover-three-call-sites","Filter-constructed collections bypass the configured resource limits","advisory","crates/yamalgam-query/src/value.rs",685,690
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","runtime-limits-cover-three-call-sites","Filter-constructed collections bypass the configured resource limits","advisory","crates/yamalgam-query/src/runtime_limits.rs",19,25
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","env-access-always-compiled-in","The `env` filter is always available; the sandboxed compile option is unreachable from the CLI","advisory","crates/yamalgam-query/src/engine.rs",36,40
3,"2026-08-03-21-m10-fresh","","emitter-and-expansion","env-access-always-compiled-in","The `env` filter is always available; the sandboxed compile option is unreachable from the CLI","advisory","crates/yamalgam-query/src/engine.rs",161,163
3,"2026-08-03-21-m10-fresh","","error-and-panic","value-tree-recursion-has-no-depth-bound","Recursive YamlVal traversals have no depth bound; only the Drop path is iterative","moderate","crates/yamalgam-query/src/value.rs",505,526
3,"2026-08-03-21-m10-fresh","","error-and-panic","input-error-class-flattened-through-string","Input errors round-trip through String, collapsing every class to InputParse (exit 5)","moderate","crates/yamalgam-query/src/engine.rs",226,230
3,"2026-08-03-21-m10-fresh","","error-and-panic","growth-operators-bypass-runtime-limits","runtime_limits guards string repeat but not concatenation or sequence growth","moderate","crates/yamalgam-query/src/ops.rs",57,69
3,"2026-08-03-21-m10-fresh","","error-and-panic","into-string-substitutes-error-text-as-data","ValT::into_string turns an emit error into a plausible string value","moderate","crates/yamalgam-query/src/valt.rs",350,356
3,"2026-08-03-21-m10-fresh","","error-and-panic","halt-exit-code-truncated-to-u8","halt(code) exit status truncates to u8, mapping halt(256) to success","advisory","crates/yamalgam/src/commands/query.rs",610,619
3,"2026-08-03-21-m10-fresh","","error-and-panic","build-invariant-errors-labeled-as-limit","Parser invariant violations are reported as BuildError::Limit","advisory","crates/yamalgam-query/src/build.rs",172,174
3,"2026-08-03-21-m10-fresh","","error-and-panic","in-place-chown-failure-aborts-the-edit","-i aborts on any file whose owner or group the caller cannot reproduce","advisory","crates/yamalgam/src/commands/query.rs",326,337
3,"2026-08-03-21-m10-fresh","","error-and-panic","unreachable-macros-guard-unstated-invariants","unreachable!() in the emitter and builder encode invariants nothing asserts","note","crates/yamalgam-query/src/emit/yaml.rs",74,80
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","build-raw-metadata-duplicates-every-scalar","Every scalar's bytes are stored twice: once as Data::Str, once as Meta::raw","significant","crates/yamalgam-query/src/build.rs",189,207
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","resolver-allocates-throwaway-string-per-scalar","Plain-scalar resolution allocates a String that is immediately copied into an Rc and dropped","moderate","crates/yamalgam-query/src/build.rs",246,257
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","json-emitter-allocates-indent-and-triple-allocates-keys","JSON emitter builds a fresh indent String per node and allocates each key three times","moderate","crates/yamalgam-query/src/emit/json.rs",79,98
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","yaml-emitter-paint-copies-every-scalar-when-color-is-off","paint() allocates a copy of every scalar even when color is disabled","moderate","crates/yamalgam-query/src/emit/yaml.rs",413,419
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","cli-output-is-unbuffered","yg writes to line-buffered stdout and to a raw File for -i, costing a syscall per output value","moderate","crates/yamalgam/src/commands/query.rs",80,82
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","mapping-entries-collected-into-vec-per-emit","Every mapping is collected into a fresh Vec on emit even when sort_keys is off","advisory","crates/yamalgam-query/src/emit/yaml.rs",328,334
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","emit-validation-walks-the-tree-a-second-time","Every emitted value is traversed twice, and each anchor name is copied into a String","advisory","crates/yamalgam-query/src/emit/mod.rs",66,73
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","ygmap-drop-allocates-a-vec-per-mapping","The stack-safe Drop for YgMap heap-allocates on every mapping destruction, including tiny maps","advisory","crates/yamalgam-query/src/value.rs",117,125
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","substring-values-are-allocated-twice","jaq_std substring construction allocates a String and then copies it into an Rc<str>","advisory","crates/yamalgam-query/src/valt.rs",468,475
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","slice-bound-keys-allocated-on-every-index","Slice bound lookups allocate two Rc<str> keys per index operation","note","crates/yamalgam-query/src/valt.rs",87,94
3,"2026-08-03-21-m10-fresh","","allocation-and-throughput","cli-materializes-every-document-in-a-file-before-emitting","Whole-file read plus a whole-file document vector gives up streaming for multi-document input","advisory","crates/yamalgam-query/src/build.rs",24,38
3,"2026-08-03-21-m10-fresh","","value-model-and-api","as-bool-inherent-shadows-jaq-truthiness","Inherent `as_bool` shadows `jaq_core::ValT::as_bool` with incompatible semantics","moderate","crates/yamalgam-query/src/value.rs",211,218
3,"2026-08-03-21-m10-fresh","","value-model-and-api","internal-value-representation-is-public","`Data`, `YgSeq`, and `YgMap` are public but unreachable from `YamlVal`","moderate","crates/yamalgam-query/src/value.rs",36,48
3,"2026-08-03-21-m10-fresh","","value-model-and-api","keys-returns-boxed-trait-object","`keys()` boxes a trait object and hides the not-a-mapping case","advisory","crates/yamalgam-query/src/value.rs",582,588
3,"2026-08-03-21-m10-fresh","","value-model-and-api","run-records-static-bound-forces-clones","`'static` bound on `run_records` forces cloning args and config per run","moderate","crates/yamalgam/src/commands/query.rs",103,116
3,"2026-08-03-21-m10-fresh","","value-model-and-api","three-bool-parameters-at-command-boundary","Three positional `bool` parameters at the query entry point","moderate","crates/yamalgam/src/commands/query.rs",26,31
3,"2026-08-03-21-m10-fresh","","value-model-and-api","emit-opts-mixes-emitter-specific-options","`EmitOpts.color` is silently ignored by the JSON emitter and `EmitFormat` is unusable","advisory","crates/yamalgam-query/src/emit/mod.rs",36,51
3,"2026-08-03-21-m10-fresh","","value-model-and-api","public-enums-lack-non-exhaustive","Public error enums and options struct are exhaustively matchable before publish","note","crates/yamalgam-query/src/error.rs",28,33
3,"2026-08-03-21-m10-fresh","","value-model-and-api","resolves-as-string-overrides-restate-resolution","`resolves_as_string` overrides restate resolution logic under a thin equivalence test","note","crates/yamalgam-core/src/tag_resolution.rs",20,28
3,"2026-08-03-21-m10-fresh","","spec-conformance","yg-color-flags-replaced-without-spec-amendment","Spec's `-C`/`-M` color flags are absent, and `-C` now means `--chdir`","advisory","docs/spec/yg-query-language-spec-draft-01.md",520,521
3,"2026-08-03-21-m10-fresh","","spec-conformance","sandboxed-compile-options-unreachable-from-cli","`CompileOptions::sandboxed()` is public and tested but no shipped code path uses it","advisory","crates/yamalgam-query/src/engine.rs",21,40
3,"2026-08-03-21-m10-fresh","","spec-conformance","spec-features-deferred-while-spec-text-still-promises-them","Draft-01 still asserts `chomping`, `===`/`!==`, and `--allow-includes`/`--allow-refs` unconditionally","note","docs/spec/yg-query-language-spec-draft-01.md",534,538
3,"2026-08-03-21-m10-fresh","","spec-conformance","resolved-type-is-an-exact-alias-of-type","`resolved_type` and `type` are the same function with no note explaining why","note","crates/yamalgam-query/src/funs.rs",150,153
3,"2026-08-03-21-m10-fresh","","spec-conformance","in-place-conflicts-diverge-from-plan-undocumented","`-i` hard-conflicts with `-j`, `-s`, and `-n`, reversing the plan's stated decision","note","crates/yamalgam/src/lib.rs",119,126
3,"2026-08-03-21-m10-fresh","","spec-conformance","subcommand-name-shadowing-not-documented-in-help","Filters named `doctor` or `info` dispatch as subcommands with no help-text warning","note","crates/yamalgam/src/lib.rs",31,36
3,"2026-08-03-21-m10-fresh","","supply-chain","librebar-default-features-not-disabled","librebar feature list is a no-op subset of its defaults, silently enabling crash + cache","moderate","crates/yamalgam/Cargo.toml",42,54
3,"2026-08-03-21-m10-fresh","","supply-chain","yg-ships-competing-yaml-parser-for-its-own-config","Interim before the librebar-yamalgam config swap: yg reads its config with a 507KiB foreign YAML stack whose 1.0.0 is three days old","moderate","Cargo.lock",515,518
3,"2026-08-03-21-m10-fresh","","supply-chain","yg-ships-competing-yaml-parser-for-its-own-config","Interim before the librebar-yamalgam config swap: yg reads its config with a 507KiB foreign YAML stack whose 1.0.0 is three days old","moderate","Cargo.lock",1135,1138
3,"2026-08-03-21-m10-fresh","","supply-chain","jaq-std-time-feature-bundles-tzdb","jaq-std default features pull jiff and the full IANA tzdb for date builtins the spec never asks for","moderate","crates/yamalgam-query/Cargo.toml",11,19
3,"2026-08-03-21-m10-fresh","","supply-chain","jaq-exact-pins-block-patch-updates","Exact `=` pins on jaq-core and jaq-std make patch and security updates a manual manifest edit","advisory","crates/yamalgam-query/Cargo.toml",13,14
3,"2026-08-03-21-m10-fresh","","supply-chain","serde-json-redundant-in-yaml-native-engine","`fromjson` parses through serde_json in a crate that already owns a YAML 1.2 parser","moderate","crates/yamalgam-query/src/funs.rs",310,314
3,"2026-08-03-21-m10-fresh","","supply-chain","librebar-upgrade-expands-trust-boundary","librebar 0.1 to 0.4 adds two single-maintainer 0.x crates to the shipped yg binary","advisory","crates/yamalgam/Cargo.toml",46,46
3,"2026-08-03-21-m10-fresh","","supply-chain","geiger-census-produced-no-unsafe-data","cargo-geiger baseline is empty — every crate section aborted before emitting a census","advisory",".crustoleum/geiger.txt",1205,1207
3,"2026-08-03-21-m10-fresh","","supply-chain","deny-advisory-ignore-matches-only-under-all-features","RUSTSEC-2023-0051 allowlist entry is live only under --all-features, dead otherwise","note",".config/deny.toml",53,58
4,"2026-08-04-16-m10-post-remediation","","loading-and-composition","composer-default-path-has-unbounded-recursion","Default composition recursively descends untrusted YAML without a depth bound","significant","crates/yamalgam-compose/src/lib.rs",272,285
4,"2026-08-04-16-m10-post-remediation","","loading-and-composition","serde-default-disables-loader-limits","The default serde entry point explicitly disables every loader limit","significant","crates/yamalgam-serde/src/de.rs",52,59
4,"2026-08-04-16-m10-post-remediation","","loading-and-composition","cst-recursive-traversals-have-no-depth-bound","CST traversal and destruction remain recursively stack-bound","significant","crates/yamalgam-cst/src/lib.rs",141,152
4,"2026-08-04-16-m10-post-remediation","","loading-and-composition","composer-mapping-insertion-is-quadratic","Composer mapping insertion is quadratic in mapping width","significant","crates/yamalgam-core/src/value.rs",67,77
4,"2026-08-04-16-m10-post-remediation","","loading-and-composition","composer-mapping-insertion-is-quadratic","Composer mapping insertion is quadratic in mapping width","significant","crates/yamalgam-compose/src/lib.rs",296,317
4,"2026-08-04-16-m10-post-remediation","","loading-and-composition","composer-alias-deep-clone-is-size-unbudgeted","Alias expansion deep-clones entire DOM subtrees under a count-only budget","significant","crates/yamalgam-compose/src/lib.rs",343,355
4,"2026-08-04-16-m10-post-remediation","","loading-and-composition","composer-alias-deep-clone-is-size-unbudgeted","Alias expansion deep-clones entire DOM subtrees under a count-only budget","significant","crates/yamalgam-core/src/value.rs",23,41
4,"2026-08-04-16-m10-post-remediation","","error-preservation","flow-pair-finalization-swallows-scanner-errors","Synthetic flow-pair finalization consumes scanner errors while calculating a span","moderate","crates/yamalgam-parser/src/parser.rs",1167,1179
4,"2026-08-04-16-m10-post-remediation","","error-preservation","cst-discards-parse-error","CST recovery discards the only structured parse error","moderate","crates/yamalgam-cst/src/lib.rs",548,548
4,"2026-08-04-16-m10-post-remediation","","error-preservation","from-reader-erases-io-errors","Serde from_reader erases I/O failures into the Custom data-error variant","moderate","crates/yamalgam-serde/src/lib.rs",84,91
4,"2026-08-04-16-m10-post-remediation","","public-api-and-types","borrowed-value-get-allocates-key","Borrowed string lookup allocates an owned Value key","advisory","crates/yamalgam-core/src/value.rs",128,134
4,"2026-08-04-16-m10-post-remediation","","public-api-and-types","serde-peek-clones-owned-event","Serde unit deserialization clones an event before consuming the same event","advisory","crates/yamalgam-serde/src/de.rs",647,656
4,"2026-08-04-16-m10-post-remediation","","public-api-and-types","custom-tag-resolver-requires-static","Synchronous custom tag resolution unnecessarily requires a static resolver","advisory","crates/yamalgam-compose/src/lib.rs",106,123
4,"2026-08-04-16-m10-post-remediation","","public-api-and-types","mapping-omits-intoiterator","Mapping exposes iterator methods but omits standard IntoIterator implementations","note","crates/yamalgam-core/src/value.rs",86,99
4,"2026-08-04-16-m10-post-remediation","","public-api-and-types","mapping-default-manually-matches-derive","Mapping manually implements the same Default that derive would generate","note","crates/yamalgam-core/src/value.rs",114,118
4,"2026-08-04-16-m10-post-remediation","","public-api-and-types","compare-streams-use-index-loops","Stream comparison manually indexes two slices in lockstep","note","crates/yamalgam-compare/src/compare.rs",66,77
